,SERIES_NAME,TOTAL_LIABILITIES
2543,JPMorgan Market Expansion Enhanced Equity ETF,24948413.18
2544,iShares U.S. Technology ETF,204979369.5
2545,Transamerica BlackRock iShares Active Asset Allocation - Conservative VP,61149734.38
2546,Nuveen New York Quality Municipal Income Fund,243375168
2547,Strategic Advisers Large Cap Fund,594266751.6
2548,PIMCO Global Bond Opportunities Fund (U.S. Dollar-Hedged),546981946.31
2549,Strategic Advisers Fidelity International Fund,84477698.56
2550,ProShares Ultra FTSE China 50,24346848
2551,BlackRock Technology Opportunities Fund,97938297.77
2552,Invesco S&P 500 Pure Value ETF,286566542.55
2553,Western Asset Intermediate Muni Fund Inc.,50483279.19
2554,Fidelity Worldwide Fund,36985693.67
2555,Metropolitan West Low Duration Bond Fund,715278719.99
2556,"BlackRock Emerging Markets Fund, Inc.",328023697.34
2557,T. Rowe Price Total Return Fund,76742754.6
2558,JNL/Mellon Consumer Discretionary Sector Fund,10041360.64
2559,JNL/T. Rowe Price Short-Term Bond Fund,17653193.79
2560,THE HARTFORD HEALTHCARE FUND,15815115.98
2561,COHEN & STEERS QUALITY INCOME REALTY FUND INC,734555402.62
2562,Hartford Multi-Asset Income Fund,13337054.08
2563,Delaware Small Cap Core Fund,12907785.62
2564,Putnam Mortgage Securities Fund,2554108511.77
2565,THRIVENT LIMITED MATURITY BOND FUND,67861182.91
2566,iShares MSCI Global Min Vol Factor ETF,70407848.62
2567,Palmer Square Income Plus Fund,71433348.84
2568,Fidelity Low-Priced Stock K6 Fund,74161817.68
2569,Meeder Muirfield Fund,11036926.22
2570,MFS HIGH YIELD MUNICIPAL TRUST,70082432.76
2571,Global Multi-Strategy Fund,37342414.14
2572,Invesco Global Fund,60622338.36
2573,American Funds 2060 Target Date Retirement Fund,13315604.46
2574,Direxion Daily FTSE China Bear 3X Shares,24986729.96
2575,THRIVENT DIVERSIFIED INCOME PLUS PORTFOLIO,87582367.24
2576,iShares Interest Rate Hedged Corporate Bond ETF,115962844.87
2577,Voya VACS Series EMCD Fund,10049370.73
2578,Clough Global Opportunities Fund,227099538.19
2579,Matthews Asia Dividend Fund,20286726.71
2580,Fidelity Equity-Income Fund,27936941.3
2581,MassMutual Select T. Rowe Price International Equity Fund,32189131.25
2582,PACE Intermediate Fixed Income Investments,15971106.38
2583,Janus Henderson Enterprise Fund,43663848
2584,Multi-Manager International Equity Fund,850267711.33
2585,Invesco Discovery Fund,41721009.5
2586,Goldman Sachs Multi-Manager Non-Core Fixed Income Fund,1004714768.48
2587,Core Plus Bond Fund,105706073.75
2588,Fidelity Conservative Income Bond Fund,35094704.13
2589,LVIP Delaware Bond Fund,70009684.77
2590,Templeton Emerging Markets Fund,12954587.58
2591,BlackRock Multi-Sector Opportunities Trust II,17103679.7
2592,Core Plus Fixed Income Portfolio,109016012.64
2593,LVIP JPMorgan Select Mid Cap Value Managed Volatility Fund,244043644.3
2594,Nuveen Senior Income Fund,148527806
2595,Loomis Sayles Strategic Income Fund,21940845.94
2596,Putnam California Tax Exempt Income Fund,42668889.09
2597,Invesco S&P 500 Equal Weight Communication Services ETF,15188499.4
2598,BlackRock S&P 500 Index V.I. Fund,63669592.31
2599,Alger Capital Appreciation Fund,24601959.94
2600,VIP Value Portfolio,23660881.57
2601,THE UNITED KINGDOM SMALL COMPANY SERIES,21416457.17
2602,John Hancock Tax-Advantaged Dividend Income Fund,420935821.56
2603,THE JAPANESE SMALL COMPANY SERIES,101667669.28
2604,Miller Convertible Plus Fund,28680489.99
2605,TCW Core Fixed Income Fund,310389203.99
2606,iShares U.S. Securitized Bond Index Fund,658537628.67
2607,EQ/AB Dynamic Moderate Growth Portfolio,15023625.91
2608,THRIVENT BALANCED INCOME PLUS FUND,24551607.49
2609,VOYA U.S. BOND INDEX PORTFOLIO,57444131.74
2610,Carlyle Tactical Private Credit Fund,1058624313.9
2611,Franklin Small Cap Growth Fund,18432809.01
2612,AGF U.S. Market Neutral Anti-Beta Fund,328722441.64
2613,iShares ESG Advanced Total USD Bond Market ETF,21603284.31
2614,SPDR(R) S&P(R) Software & Services ETF,23192197.43
2615,Columbia Multi Strategy Alternatives Fund,296224696.22
2616,PSF PGIM High Yield Bond Portfolio,101154288.31
2617,Unlimited HFND Multi-Strategy Return Tracker ETF,15704692.15
2618,THRIVENT MODERATE ALLOCATION FUND,62619140.05
2619,MetLife Russell 2000 Index Portfolio,181023129.41
2620,Invesco Senior Loan ETF,518271271.4
2621,VANGUARD CALIFORNIA INTERMEDIATE-TERM TAX-EXEMPT FUND,39323302.52
2622,Invesco Raymond James SB-1 Equity ETF,24440029.29
2623,Columbia Variable Portfolio - Strategic Income Fund,30459689.56
2624,BondBloxx Bloomberg One Year Target Duration US Treasury ETF,15641133.62
2625,VANGUARD SMALL-CAP INDEX FUND,1920636184.02
2626,Columbia Strategic Income Fund,1341427593.36
2627,Stone Ridge Alternative Lending Risk Premium Fund,890806688.21
2628,Old Westbury Small & Mid Cap Strategies Fund,37354631.82
2629,Putnam Municipal Opportunities Trust,172830766.43
2630,WCM Focused International Growth Fund,47537409.67
2631,Transamerica Goldman Sachs Managed Risk - Conservative ETF VP,31879466.74
2632,Nuveen Enhanced High Yield Municipal Bond Fund,21355189
2633,T. Rowe Price Institutional Small-Cap Stock Fund,12737685.06
2634,Innovator U.S. Equity Power Buffer ETF - April,30109904.25
2635,VANGUARD INSTITUTIONAL INTERMEDIATE-TERM BOND FUND,13382972632.12
2636,EQ/PIMCO Ultra Short Bond Portfolio,28793020.55
2637,EATON VANCE MUNICIPAL INCOME TRUST,222196005.48
2638,T. Rowe Price International Bond Fund (USD Hedged),235386358.56
2639,Nuveen Preferred & Income Securities Fund,585592355
2640,DFA Global Core Plus Fixed Income Portfolio,413254173.65
2641,NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC,62543908.99
2642,Lord Abbett Credit Opportunities Fund,26139255.62
2643,Principal Spectrum Preferred Securities Active ETF,26339939.16
2644,Dimensional Global Sustainability Fixed Income ETF,13465613.97
2645,"BlackRock Investment Quality Municipal Trust, Inc.",134723025.54
2646,College Retirement Equities Fund - Core Bond Account,173085583
2647,Destinations Multi Strategy Alternatives Fund,54218090.4
2648,Fidelity Large Cap Growth Enhanced Index Fund,47966840.48
2649,GMO Multi-Sector Fixed Income Fund,17073317.03
2650,"BlackRock Income Trust, Inc.",197583858.89
2651,MetLife MSCI EAFE Index Portfolio,30788564.36
2652,Amplify Online Retail ETF,14005085.46
2653,LVIP Western Asset Core Bond Fund,275823929.3
2654,Swan Hedged Equity US Large Cap ETF,10660376.15
2655,"T. Rowe Price Communications & Technology Fund, Inc.",37099786.45
2656,Emerging Markets Fund,12242818.86
2657,Baird Short-Term Bond Fund,132218180.24
2658,Goldman Sachs Bond Fund,211491788.67
2659,VIP Emerging Markets Portfolio,16342928.04
2660,T.Rowe Price Small Cap Growth Portfolio,139465861.89
2661,MFS Research International Portfolio,44292423.51
2662,Voya RussellTM Mid Cap Index Portfolio,13333017.45
2663,PIMCO StocksPLUS Small Fund,140032664.08
2664,Virtus Artificial Intelligence & Technology Opportunities Fund,153860311.66
2665,JNL Multi-Manager Alternative Fund,441470065.14
2666,First Trust Intermediate Duration Preferred & Income Fund,548725948.7
2667,Invesco PureBetaSM MSCI USA ETF,69093889.81
2668,iShares Short-Term National Muni Bond ETF,33229025.74
2669,Pacer Benchmark Data & Infrastructure Real Estate SCTR ETF,117041356.66
2670,Invesco High Income 2023 Target Term Fund,81187142.22
2671,Putnam Core Equity Fund,77814041.23
2672,PIMCO RAE PLUS Small Fund,16104933
2673,SPDR Portfolio Corporate Bond ETF,29354134.3
2674,Templeton Foreign Fund,33358270.03
2675,PACE Strategic Fixed Income Investments,87473839.66
2676,GMO Alternative Allocation Fund,130670416.09
2677,Franklin Short Duration U.S. Government ETF,17112404.09
2678,Transamerica Core Bond,746735411.78
2679,VANGUARD EQUITY INCOME FUND,159911651.09
2680,Spectrum Preferred and Capital Securities Income Fund,108734089.13
2681,THRIVENT MODERATELY AGGRESSIVE ALLOCATION PORTFOLIO,33419583.64
2682,Transamerica Aegon Core Bond VP,167398617.3
2683,Akre Focus Fund,13714490.66
2684,EQ/Quality Bond PLUS Portfolio,99148925.88
2685,Natixis Sustainable Future 2035 Fund,15254702.19
2686,Victory Short-Term Bond Fund,40784137.93
2687,NVIT GS Emerging Markets Equity Insights Fund,13408916.82
2688,JNL/T. Rowe Price Established Growth Fund,18640507.7
2689,iShares 10+ Year Investment Grade Corporate Bond ETF,278585665.61
2690,Blue Chip Fund,30051013.77
2691,AB Municipal Bond Inflation Strategy,18971053.73
2692,iShares Russell Small/Mid-Cap Index Fund,111938722.2
2693,Capital World Growth & Income Fund,406641348.58
2694,Frost Total Return Bond Fund,15627207.18
2695,Domini Impact International Equity Fund,32666800.08
2696,Western Asset Macro Opportunities Fund,30180013.48
2697,SIMT High Yield Bond Fund,19152909.16
2698,THRIVENT BALANCED INCOME PLUS FUND,30441990.58
2699,"AB DISCOVERY GROWTH FUND, INC.",25626344.02
2700,BlackRock Basic Value V.I. Fund,42263257.54
2701,Artisan High Income Fund,122057590.97
2702,NVIT International Index Fund,43312866.9
2703,MFS Total Return Series,48140070.93
2704,Western Asset Total Return ETF,14725989.45
2705,Invesco International Dividend AchieversTM ETF,323080802.98
2706,AB Tax-Aware Fixed Income Opportunities Portfolio,15436001.76
2707,SIIT WORLD SELECT EQUITY FUND,14326358.3
2708,Emerging Markets Fund,12037565.63
2709,Virtus KAR Mid-Cap Core Fund,47949571.73
2710,JPMorgan Managed Income Fund,67394346.35
2711,iShares Expanded Tech-Software Sector ETF,221184247.75
2712,Global Bond Fund,56197356.32
2713,Invesco American Franchise Fund,617109629.76
2714,Invesco Fundamental High Yield Corporate Bond ETF,234635438.75
2715,Blackstone Alternative Multi-Strategy Fund,5157152148.78
2716,Eaton Vance Atlanta Capital SMID-Cap Fund,44853483.98
2717,Strategic Advisers Alternatives Fund,82328029.24
2718,MFS CHARTER INCOME TRUST,105935525.85
2719,T. Rowe Price Extended Equity Market Index Fund,25750034.58
2720,Oaktree Diversified Income Fund Inc.,33568417.17
2721,JPMorgan Investor Balanced Fund,25320536.24
2722,BlackRock LifePath Index 2050 Fund,22479542.92
2723,Western Asset Short-Term Bond Fund,14821073.28
2724,iShares U.S. Healthcare Providers ETF,66835042.04
2725,Apollo Diversified Real Estate Fund,25078075.91
2726,VANGUARD SMALL-CAP GROWTH INDEX FUND,629893751.33
2727,"T. Rowe Price Mid-Cap Value Fund, Inc.",81742034.82
2728,Altaba Inc.,25444182.98
2729,PIMCO Moderate Duration Portfolio,1976804908.7
2730,Voya Global Bond Fund,73426051.46
2731,Hamilton Lane Private Assets Fund,75886055.44
2732,Pear Tree Polaris Foreign Value Fund,14331634
2733,Franklin Small-Mid Cap Growth Fund,46953053.7
2734,iShares iBonds Dec 2026 Term Corporate ETF,147761035.15
2735,Invesco CEF Income Composite ETF,15486594.51
2736,iShares MSCI USA Momentum Factor ETF,67446715.11
2737,Western Asset Inflation-Linked Opportunities & Income Fund,16941039.86
2738,Fidelity Municipal Income Fund,13806020.34
2739,Goldman Sachs Enhanced Dividend Global Equity Portfolio,22724248.85
2740,T. Rowe Price Mortgage-Backed Securities Multi-Sector Account Portfolio,21346827.78
2741,Invesco KBW Regional Banking ETF,13199883.8
2742,ProShares Ultra Nasdaq Biotechnology,144624175.69
2743,BBH Income Fund,21429234
2744,BlackRock 60/40 Target Allocation Fund,18059925.7
2745,Fidelity Advisor High Income Advantage Fund,14047968.96
2746,DWS High Income Fund,18403124.71
2747,Lord Abbett International Equity Fund,11727033.91
2748,Virtus KAR Long/Short Equity Fund,21998949.56
2749,iShares Russell 1000 Growth ETF,1250939374.35
2750,Invesco National AMT-Free Municipal Bond ETF,18198173.17
2751,PGIM Quant Solutions Mid-Cap Value Fund,17981491.44
2752,Transamerica BlackRock iShares Dynamic Allocation - Balanced VP,90439536.07
2753,Strategic Income Opportunities Fund,79145169.21
2754,Fidelity OTC Portfolio,127537203
2755,Fidelity Canada Fund,74295181.21
2756,Invesco S&P 500 Index Fund,43234614.1
2757,Fidelity Series Stock Selector Large Cap Value Fund,84362980.96
2758,Large-Cap Value Portfolio,12492510.11
2759,SPDR(R) MSCI ACWI EX-US ETF,62620355.68
2760,FT Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,18464388.32
2761,Goldman Sachs Strategic Volatility Premium Fund,21253474.41
2762,FlexShares Quality Dividend Index Fund,104458807.89
2763,Select Gold Portfolio,261053389.64
2764,iShares Preferred and Income Securities ETF,175705370.66
2765,Putnam Mortgage Opportunities Fund,733510936.09
2766,Nuveen Taxable Municipal Income Fund,52308627
2767,ProShares Short S&P500,210131163.21
2768,Transamerica International Focus VP,75418167.68
2769,JNL/Mellon S&P 500 Index Fund,665939612.7
2770,Edgewood Growth Fund,1290302564.77
2771,Invesco Dynamic Leisure and Entertainment ETF,107425324.01
2772,Neuberger Berman Core Bond Fund,23272423.57
2773,Goldman Sachs Tax-Advantaged Global Equity Portfolio,190699884.12
2774,BlackRock U.S. Carbon Transition Readiness ETF,27582535.84
2775,Schwab Fundamental US Large Company Index Fund,17569040.43
2776,COHEN & STEERS INFRASTRUCTURE FUND INC,961459534.57
2777,Thornburg International Equity Fund,75601766.94
2778,Variable Portfolio - U.S. Flexible Moderate Growth Fund,240837652.52
2779,JPMorgan Nasdaq Equity Premium Income ETF,75541286.84
2780,Ultra-Short Term Fixed Income Fund,142415285.95
2781,Invesco S&P Midcap 400 Pure Growth ETF,44253313.83
2782,WisdomTree Cloud Computing Fund,17800973.38
2783,AST Core Fixed Income Portfolio,1047686161.46
2784,PRIMECAP Odyssey Aggressive Growth Fund,12683667.69
2785,MFS International Equity Fund,24825861.21
2786,Floating-Rate Portfolio,76799760.82
2787,Invesco Main Street All Cap Fund,55751994.77
2788,"ABRDN ASIA-PACIFIC INCOME FUND, INC.",322595379.76
2789,Balanced Fund,15474488.23
2790,Global Opportunity Portfolio,11061068.35
2791,THRIVENT MODERATELY CONSERVATIVE ALLOCATION PORTFOLIO,51340467.58
2792,AllianzIM U.S. Large Cap Buffer20 Oct ETF,12645976.05
2793,1290 VT GAMCO Small Company Value Portfolio,36974775.21
2794,Tekla World Healthcare Fund,127908038.93
2795,PGIM Short-Term Corporate Bond Fund,261350025.61
2796,PIMCO Investment Grade Credit Bond Portfolio,231241339.21
2797,SPDR(R) S&P Insurance ETF,10024036.04
2798,Dimensional International Small Cap ETF,20023283.51
2799,T. Rowe Price Spectrum Conservative Allocation Fund,11742092.46
2800,HARTFORD CORE EQUITY FUND,18125735.8
2801,PIMCO Dividend and Income Fund,67051060.7
2802,Allspring Emerging Markets Equity Fund,25376339.07
2803,Invesco BulletShares 2025 High Yield Corporate Bond ETF,40713368.57
2804,VANGUARD SELECTED VALUE FUND,20396870.66
2805,,16425954.42
2806,INTERNATIONAL CORE EQUITY PORTFOLIO,3362081026.54
2807,"T. Rowe Price Tax-Free High Yield Fund, Inc.",25781887.65
2808,SPDR Bloomberg Investment Grade Floating Rate ETF,68361681.71
2809,Parnassus Mid Cap Fund,20479645.23
2810,Invesco Dynamic Building & Construction ETF,13917436.15
2811,George Putnam Balanced Fund,41394598.01
2812,ELFUN DIVERSIFIED FUND,11440745.09
2813,Frontier Mid Cap Growth Portfolio,217511189.05
2814,EQ/International Equity Index Portfolio,37114260.75
2815,First Trust NASDAQ Clean Edge Green Energy Index Fund,151902283.32
2816,Fidelity Dividend ETF for Rising Rates,15557970.6
2817,First Trust Natural Gas ETF,11470566.34
2818,KKR Real Estate Select Trust Inc.,15585409.02
2819,Nuveen Arizona Quality Municipal Income Fund,95841390
2820,Virtus Seix Floating Rate High Income Fund,45067751.68
2821,MassMutual Equity Opportunities Fund,10322422.59
2822,AQR Diversified Arbitrage Fund,146394099.61
2823,Pacer Data & Infrastructure Real Estate ETF,49672474.51
2824,INV CORP SMALL CAP VALUE,15002977.57
2825,Transamerica Goldman Sachs Managed Risk - Balanced ETF VP,602918059.43
2826,T. Rowe Price European Stock Fund,14002202.98
2827,Innovator U.S. Equity Power Buffer ETF - October,18110099.13
2828,SA VCP Dynamic Allocation Portfolio,60783640.34
2829,First Trust Energy Income & Growth Fund,99271788.78
2830,Eaton Vance VT Floating-Rate Income Fund,14397314.42
2831,Brighthouse/Artisan Mid Cap Value Portfolio,128695355.78
2832,BlackRock MuniYield Pennsylvania Quality Fund,98756025.69
2833,State Street International Developed Equity Index Portfolio,65969582.9
2834,Dodge & Cox Income Fund,6628004101.86
2835,Transamerica AEGON High Yield Bond VP,47807833.45
2836,Nuveen Preferred and Income Term Fund,181580765
2837,iShares ESG Advanced High Yield Corporate Bond ETF,56198793.75
2838,Invesco Global Water ETF,22442721.15
2839,WisdomTree Emerging Markets ex-State-Owned Enterprises Fund,47603342.15
2840,JNL/PIMCO Income Fund,702694509.3
2841,VanEck Inflation Allocation ETF,14301033.24
2842,VANGUARD PACIFIC STOCK INDEX FUND,17356016.56
2843,Nuveen AMT-Free Quality Municipal Income Fund,2497011920
2844,PIMCO Inflation Response Multi-Asset Fund,765590587
2845,Fidelity Small Cap Growth Fund,380553635.11
2846,VanEck Steel ETF,21374487.52
2847,BlackRock Global Long/Short Credit Fund,94950298.04
2848,Morningstar Alternatives Fund,36942327.47
2849,Select Energy Portfolio,55034270.41
2850,Invesco Senior Loan Fund,123054442.38
2851,Voya Short Term Bond Fund,15563293.82
2852,LOW-DURATION BOND FUND,37187879.16
2853,VANGUARD WELLESLEY INCOME FUND,84015084.57
2854,Franklin Income Fund,694827024.56
2855,DIAMOND HILL SHORT DURATION SECURITIZED BOND,25780131
2856,"BlackRock Utilities, Infrastructure & Power Opportunities Trust",11950079.02
2857,Fidelity Nasdaq Composite Index Fund,364275678.52
2858,VANGUARD HIGH-YIELD CORPORATE FUND,206311715.48
2859,DIAMOND HILL SMALL-MID CAP FUND,76361643.36
2860,PRIMECAP Odyssey Growth Fund,11359635.2
2861,Fidelity Growth Strategies Fund,36853294.95
2862,BlackRock Small Cap Index V.I. Fund,45905255.28
2863,WBI BullBear Quality 3000 ETF,11627210.98
2864,Invesco High Yield Equity Dividend AchieversTM ETF,183882843.6
2865,DIVIDEND AND INCOME FUND,24780704.7
2866,Parnassus Core Equity Fund,129523348.84
2867,DIAMOND HILL SELECT FUND,10705113
2868,Fidelity Mid-Cap Stock K6 Fund,25973423.02
2869,ETFMG Prime Cyber Security ETF,208410026
2870,Defiance Next Gen Connectivity ETF,99440597.19
2871,International Equity Fund,21315258.02
2872,THE U.S. LARGE CAP VALUE SERIES,927599140.23
2873,VY(R) T. ROWE PRICE DIVERSIFIED MID CAP GROWTH PORTFOLIO,10728677.06
2874,Horizon Kinetics Inflation Beneficiaries ETF,20391737.12
2875,Putnam New York Tax Exempt Income Fund,34364914.22
2876,Nationwide Loomis Core Bond Fund,26574645.7
2877,T. Rowe Price Mid Cap Growth Portfolio,243257753.44
2878,Invesco S&P 500 Equal Weight Utilities ETF,21416210.86
2879,MainStay VP IQ Hedge Multi-Strategy Portfolio,72716560.13
2880,Invesco EQV European Equity Fund,28232165.88
2881,iShares Core International Aggregate Bond ETF,38786844.56
2882,Invesco Value Opportunities Fund,107800374.95
2883,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,25366613.22
2884,Innovator Growth Accelerated Plus ETF - January,16788768.01
2885,Direxion Daily Small Cap Bear 3X Shares,110773488.97
2886,Invesco FTSE RAFI US 1500 Small-Mid ETF,567316478.18
2887,Invesco V.I. Capital Appreciation Fund,38170900.99
2888,EQ/Global Equity Managed Volatility Portfolio,17709098.07
2889,VANGUARD SHORT-TERM INFLATION-PROTECTED SECURITIES INDEX FUND,29163054.07
2890,Guggenheim Risk Managed Real Estate Fund,33705505.97
2891,ProShares Ultra Russell2000,221186290.74
2892,iShares USD Green Bond ETF,46856131.03
2893,JPMorgan Global Active Allocation Portfolio,107931849.84
2894,iShares iBonds Dec 2023 Term Corporate ETF,507917077.52
2895,AB Growth and Income Portfolio,10434577.33
2896,JNL/Newton Equity Income Fund,35171396.36
2897,ETFMG Prime Junior Silver Miners ETF,48392384.09
2898,iShares International Small-Cap Equity Factor ETF,26479640.13
2899,Variable Portfolio - Conservative Portfolio,18330419.79
2900,ProShares Ultra Health Care,50574923
2901,BlackRock High Equity Income Fund,123465051.26
2902,AST Prudential Growth Allocation Portfolio,670158235.44
2903,Ironclad Managed Risk Fund,32629626.84
2904,Dimensional U.S. Core Equity 2 ETF,521519391.96
2905,Simplify Intermediate Term Treasury Futures Strategy ETF,17333661.87
2906,Pacer Trendpilot International ETF,13167940.59
2907,Direxion Daily S&P Biotech Bull 3X Shares,23003180.87
2908,Direxion Daily Financial Bear 3X Shares,36758155.34
2909,ProShares UltraPro Short S&P500,528555792.22
2910,Putnam Sustainable Leaders Fund,20173159.6
2911,THRIVENT BALANCED INCOME PLUS PORTFOLIO,11765909.7
2912,The Hartford International Value Fund,104215743.1
2913,NVIT Small Cap Index Fund,19690115.5
2914,Brown Advisory Mortgage Securities Fund,52705337.53
2915,iShares Core MSCI Emerging Markets ETF,5294232122.41
2916,Invesco S&P Midcap 400 QVM Multi-Factor ETF,29604312.56
2917,iShares MSCI ACWI ETF,530064251.36
2918,VA INTERNATIONAL VALUE PORTFOLIO,57661794.05
2919,JPMorgan Strategic Income Opportunities Fund,2766581264.55
2920,XAI Octagon Floating Rate & Alternative Income Term Trust,177928526.75
2921,Pacer Trendpilot International ETF,22952538.68
2922,VANGUARD OHIO LONG-TERM TAX-EXEMPT FUND,33095346.81
2923,Intermediate Duration Portfolio,206224046.33
2924,Discovery Portfolio,22146326.37
2925,MainStay MacKay Short Term Municipal Fund,16477117.76
2926,iShares MSCI Total International Index Fund,13272433.43
2927,Transamerica Intermediate Muni,11485275.66
2928,Fidelity Blue Chip Growth K6 Fund,75907608.72
2929,Heartland Value Plus Fund,13698751.61
2930,Ultra Fund,14126629.26
2931,Variable Portfolio - Partners Core Equity Fund,17075676.36
2932,Small Cap Equity Portfolio,66159501.01
2933,Angel Oak Multi-Strategy Income Fund,675953295.73
2934,Fidelity Small Cap Growth Index Fund,42922749.44
2935,SIIT EMERGING MARKETS DEBT FUND,149785924.7
2936,THRIVENT OPPORTUNITY INCOME PLUS PORTFOLIO,12929633.98
2937,Highland Income Fund,173890312
2938,Emerging Markets Equity Fund,10369394.37
2939,JPMorgan Opportunistic Equity Long/Short Fund,73548189.92
2940,Altegris/AACA Opportunistic Real Estate Fund,17359396.63
2941,AB Bond Inflation Strategy,66866357.68
2942,Delaware Limited-Term Diversified Income Fund,17359734.26
2943,Stone Ridge Diversified Alternatives Fund,25228896.98
2944,VANGUARD MASSACHUSETTS TAX-EXEMPT FUND,14376223.26
2945,iShares MSCI France ETF,20033468.31
2946,KKR Credit Opportunities Portfolio,298143197.24
2947,"T. Rowe Price Dividend Growth Fund, Inc.",20404612.87
2948,Templeton Emerging Markets Income Fund,58431247.04
2949,Empower Bond Index Fund,61916934.35
2950,Fidelity SAI International Value Index Fund,32013493.6
2951,Amplify High Income ETF,16321354.79
2952,Six Circles Global Bond Fund,1303109329.97
2953,JPMorgan Diversified Return U.S. Small Cap Equity ETF,23038756.59
2954,Core Fixed Income Fund,256930153.58
2955,iShares Core MSCI Total International Stock ETF,648911723.24
2956,Credit Suisse Floating Rate High Income Fund,146820667.57
2957,LVIP ClearBridge Franklin Select Large Cap Managed Volatility Fund,223503877.27
2958,PGIM Global Real Estate Fund,16037399.41
2959,ProShares UltraPro QQQ,13658506252.05
2960,VIP Growth and Income Portfolio,40556636.75
2961,VanEck Oil Services ETF,36576715.64
2962,Transamerica PIMCO Tactical - Conservative VP,43151672.52
2963,Invesco Water Resources ETF,109391700.57
2964,Virtus Global Multi-Sector Income Fund,48458086.15
2965,iShares MSCI Pacific ex Japan ETF,20512414.71
2966,Gabelli Multimedia Trust Inc.,85849906.34
2967,JPMorgan Core Bond Fund,733240600.64
2968,PRIMECAP Odyssey Stock Fund,12772940.58
2969,WisdomTree Europe SmallCap Dividend Fund,30117806.44
2970,Harding Loevner Institutional Emerging Markets Portfolio,20439666.13
2971,BlackRock Strategic Income Opportunities Portfolio,31659887827.09
2972,Bow River Capital Evergreen Fund,14155553.18825
2973,Fidelity Nasdaq Composite Index ETF,206230635.75
2974,INTERMEDIATE-TERM MUNICIPAL FUND,10745021.79
2975,VANGUARD REAL ESTATE INDEX FUND,168402447.24
2976,SPDR(R) Bloomberg 1-3 Month T-Bill ETF,713216310.96
2977,ALLIANCEBERNSTEIN NATIONAL MUNICIPAL INCOME FUND,233288197.42
2978,Cohen & Steers Real Estate Securities Fund,71536864.06
2979,MFS New Discovery Fund,15092943.55
2980,Tri-Continental Corporation,38682700.43
2981,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,29822212.06
2982,iShares MSCI USA Min Vol Factor ETF,241910862.97
2983,Gabelli Equity Trust Inc,426813446.29
2984,"BNY Mellon U.S. Mortgage Fund, Inc.",31739775.45
2985,Fidelity Advisor International Capital Appreciation Fund,103301135.13
2986,Invesco Global Equity Portfolio,88703847.12
2987,INTERNATIONAL EQUITY FUND,36188282.95
2988,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,65162064.26
2989,Western Asset Income Fund,18590567.18
2990,AB Select US Long/Short Portfolio,88963044.44
2991,TIAA-CREF Large-Cap Value Index Fund,41524284
2992,Baron Partners Fund,996784888.35
2993,VANGUARD 500 INDEX FUND,149066765.65
2994,Alternative Investment Partners Absolute Return Fund,65284369.2
2995,Invesco Zacks Mid-Cap ETF,15449082.37
2996,Invesco S&P Smallcap 600 Pure Growth ETF,26889821.96
2997,AXS Short Innovation Daily ETF,127484507.61
2998,Calvert Balanced Fund,70069413.94
2999,Fidelity Advisor Dividend Growth Fund,24053229.44
3000,Fixed Income SHares: Series C,1137353196.01
3001,Schwab International Core Equity Fund,10409815.5
3002,Invesco Golden Dragon China ETF,52041172.19
3003,Blackstone Floating Rate Enhanced Income Fund,141728029.52
3004,Guggenheim Active Allocation Fund,205979716.88
3005,MFS Emerging Markets Debt Fund,98638230.74
3006,iShares MSCI Canada ETF,15299690.28
3007,AST Target Maturity Central Portfolio,61180751.47
3008,Fidelity Floating Rate Central Fund,19348252.45
3009,VY(R) T. ROWE PRICE CAPITAL APPRECIATION PORTFOLIO,131985904.37
3010,JPMorgan Large Cap Growth Fund,93963769.03
