,SERIES_NAME,TotalAssets,TotalLiabilities
1834,DWS ESG International Core Equity Fund,7325609.79,71116.32
1835,DWS Emerging Markets Equity Fund,185947075.49,1314411.01
1836,DWS Enhanced Commodity Strategy Fund,1825671443.72,79744034.41
1837,DWS Equity 500 Index Fund,456981625.5,195511.44
1838,DWS Equity Sector Strategy Fund,74271075.88,106786.61
1839,DWS Floating Rate Fund,135294707.05,3467567.73
1840,DWS GNMA Fund,1354261487.98,454276879.83
1841,DWS Global High Income Fund,357345140.82,9950668.47
1842,DWS Global Income Builder Fund,602878855.24,2570410.56
1843,DWS Global Income Builder VIP,103151475.2,401394.4
1844,DWS Global Macro Fund,206740397.76,3079305.11
1845,DWS Global Small Cap Fund,167692057.39,5224349.97
1846,DWS Global Small Cap VIP,58692688.25,393720.08
1847,DWS Health and Wellness Fund,305917323.01,772364.67
1848,DWS High Income VIP,43315724.01,1370201.15
1849,DWS Intermediate Tax-Free Fund,820690947.56,12791718.9
1850,DWS International Growth Fund,443116136.03,5391389.05
1851,DWS International Growth VIP,19315563.85,153036.5
1852,DWS Large Cap Focus Growth Fund,263538659.07,430348.17
1853,DWS Latin America Equity Fund,366807763.41,1293618.72
1854,DWS MUNICIPAL INCOME TRUST,646926114.18,253396898.48
1855,DWS Managed Municipal Bond Fund,2372832983.38,20685177.58
1856,DWS Massachusetts Tax-Free Fund,230330548.33,396543.55
1857,DWS Multi-Asset Conservative Allocation Fund,67518466.76,89427.52
1858,DWS Multi-Asset Moderate Allocation Fund,22027249.93,62854.71
1859,DWS New York Tax-Free Income Fund,189507767.87,320518.02
1860,DWS RREEF Global Infrastructure Fund,1234129175.87,14036935.44
1861,DWS RREEF Global Real Estate Securities Fund,176722930.49,3299042.15
1862,DWS RREEF Real Assets Fund,5652037145.38,16310434.45
1863,DWS RREEF Real Estate Securities Fund,1172757373.88,1269318.87
1864,DWS S&P 500 Index Fund,1025622103.23,516050.54
1865,DWS STRATEGIC MUNICIPAL INCOME TRUST,185426249.03,77454160.96
1866,DWS Science and Technology Fund,967051866.47,1059893.29
1867,DWS Small Cap Core Fund,504317297.29,10240985.39
1868,DWS Small Cap Growth Fund,276143713.65,5045367.79
1869,DWS Small Cap Index VIP,369540244.5,6399683.34
1870,DWS Small Mid Cap Growth VIP,50834397.38,831063.77
1871,DWS Small Mid Cap Value VIP,81987877.61,2708348.25
1872,DWS Total Return Bond Fund,359095225.26,54687661.88
1873,Davidson Multi-Cap Equity Fund,102273294.29,199562.73
1874,Davis Appreciation & Income Fund,184790560.78,213610.57
1875,Davis Financial Fund,844816023.09,1138289.77
1876,Davis Government Bond Fund,21532867.11,80403.17
1877,Davis New York Venture Fund,6183531374.02,6987484.07
1878,Davis Opportunity Fund,474084473.01,784491.56
1879,Davis Research Fund,52545814.55,69494.3
1880,Davis Select Financial ETF,189019333.07,167682.3
1881,Davis Select International ETF,165930482.87,194587.22
1882,Davis Select U.S. Equity ETF,348249442.2,273593
1883,Davis Select Worldwide ETF,258846244.94,254426.36
1884,Davis Value Portfolio,85759632.96,268501.05
1885,Day Hagan/Ned Davis Research Smart Sector ETF,458173146.87,257616.72
1886,Day Hagan/Ned Davis Research Smart Sector International ETF,12365539.39,6283.55
1887,Day Hagen/Ned Davis Research Smart Sector Fixed Income ETF,30899455.15,17656.92
1888,Decathlon Market Neutral Fund,2603747.01,943896.24
1889,Deer Park Total Return Credit Fund,515131644.68,32007573.8
1890,Defensive Market Strategies Fund,1267016758.25,5510006.36
1891,Defiance Daily Short Digitizing the Economy ETF,1945406.82,1001775.7
1892,Defiance Digital Revolution ETF,3949552.42,3138.64
1893,"Defiance Hotel, Airline, and Cruise ETF",49605460.22,82143.04
1894,Defiance Next Gen H2 ETF,38154427.64,244642.83
1895,Defiance Quantum ETF,114339240.14,12231681.49
1896,Delaware Climate Solutions Fund,275448768.23,9115435.49
1897,Delaware Corporate Bond Fund,1219619585.13,12787906.8
1898,Delaware Covered Call Strategy Fund,97875413.03,304587.09
1899,Delaware Emerging Markets Debt Corporate Fund,84065622.78,677267.55
1900,Delaware Emerging Markets Fund,4809235377.15,53438781.12
1901,Delaware Enhanced Global Dividend & Income Fund,94015028.99,512126.85
1902,Delaware Equity Income Fund,275081082.4,665521.63
1903,Delaware Extended Duration Bond Fund,421227255.9,2559987.91
1904,Delaware Floating Rate Fund,722943596.27,57262021.33
1905,Delaware Global Real Estate Fund,40358303.07,165104.2
1906,Delaware Growth and Income Fund,986304004.5,1657968.02
1907,Delaware Healthcare Fund,897039576.56,7569647.19
1908,Delaware Hedged U.S. Equity Opportunities Fund,57768564.63,298512.82
1909,Delaware High-Yield Opportunities Fund,503819711.71,10084755.82
1910,Delaware International Small Cap Fund,71898422.12,561885.62
1911,Delaware International Value Equity Fund,342609666.86,2149638.52
1912,"Delaware Investments Dividend & Income Fund, Inc",72133723.7,200748.56
1913,Delaware Investments National Municipal Income Fund,144122533.59,564209.67
1914,Delaware Investments Ultrashort Fund,161831574.31,1512943.68
1915,Delaware Ivy Accumulative Fund,638207913.97,26972025.76
1916,Delaware Ivy Asset Strategy Fund,1866704178.12,42178506.9
1917,Delaware Ivy Balanced Fund,1677171640.96,47273133.14
1918,Delaware Ivy California Municipal High Income Fund,14584759.14,133723.51
1919,Delaware Ivy Core Bond Fund,484837216.86,2468731.41
1920,Delaware Ivy Core Equity Fund,3373365969.28,7362460.48
1921,Delaware Ivy Corporate Bond Fund,378594907.17,1392320.62
1922,Delaware Ivy Crossover Credit Fund,15910469.84,53391.66
1923,Delaware Ivy Emerging Markets Local Currency Debt Fund,22187640.86,337353.13
1924,Delaware Ivy Global Bond Fund,411756585.39,7712649.82
1925,Delaware Ivy Global Growth Fund,562242769.14,8611869.24
1926,Delaware Ivy Government Securities Fund,164247686.52,2943677.84
1927,Delaware Ivy High Income Fund,2622611623.75,69742712.36
1928,Delaware Ivy High Income Opportunities Fund,203675814.86,10577866.82
1929,Delaware Ivy High Yield Fund,40018906.17,291488.56
1930,Delaware Ivy International Core Equity Fund,1354264913.23,22107935.26
1931,Delaware Ivy International Small Cap Fund,38095252.33,1020061.47
1932,Delaware Ivy International Value Fund,111991119.77,1056649.5
1933,Delaware Ivy Large Cap Growth Fund,4643078123.13,11635261.47
1934,Delaware Ivy Managed International Opportunities Fund,80187387.72,152623.35
1935,Delaware Ivy Mid Cap Income Opportunities Fund,1331363634.59,7105832.93
1936,Delaware Ivy Multi-Asset Income Fund,151336023.76,5108249.91
1937,Delaware Ivy Natural Resources Fund,279523020.35,8964194.9
1938,Delaware Ivy Smid Cap Core Fund,378279314.63,1577427.24
1939,Delaware Ivy Strategic Income Fund,163775967.49,10908765.16
1940,Delaware Ivy Systematic Emerging Markets Equity Fund,913803986.24,11435435.64
1941,Delaware Ivy Total Return Bond Fund,72936984.67,2797977.84
1942,Delaware Ivy VIP Asset Strategy,582899775.58,16312871.05
1943,Delaware Ivy VIP Balanced,212160854.26,3366521.73
1944,Delaware Ivy VIP Corporate Bond,492673298.62,1199994.12
1945,Delaware Ivy VIP Energy,126558158.79,2509133.05
1946,Delaware Ivy VIP Growth,629284478.57,819503.71
1947,Delaware Ivy VIP High Income,788898120.37,37498132.17
1948,Delaware Ivy VIP International Core Equity,494657113.59,8278481.72
1949,Delaware Ivy VIP Limited-Term Bond,315726524.32,2812953.63
1950,Delaware Ivy VIP Mid Cap Growth,461402047.13,1186582.16
1951,Delaware Ivy VIP Natural Resources,113815536.86,4213060.01
1952,Delaware Ivy VIP Pathfinder Aggressive,53715620.8,60680.02
1953,Delaware Ivy VIP Pathfinder Conservative,84386025.26,67017.93
1954,Delaware Ivy VIP Pathfinder Moderate,466037358.15,190010.49
1955,Delaware Ivy VIP Pathfinder Moderate - Managed Volatility,435859818.34,215339.78
1956,Delaware Ivy VIP Pathfinder Moderately Aggressive,566316368.31,236907.96
1957,Delaware Ivy VIP Pathfinder Moderately Aggressive - Managed Volatility,77434414.86,69657.76
1958,Delaware Ivy VIP Pathfinder Moderately Conservative,138100111.64,121804.13
1959,Delaware Ivy VIP Pathfinder Moderately Conservative - Managed Volatility,30279391.04,55214.75
1960,Delaware Ivy VIP Small Cap Growth,199565760.88,635769.54
1961,Delaware Ivy VIP Smid Cap Core,158464664.83,314812.48
1962,Delaware Ivy VIP Value,354838395.24,428153.91
1963,Delaware Ivy Value Fund,1122073182.67,2482924.26
1964,Delaware Limited-Term Diversified Income Fund,429560613.99,2188341.78
1965,Delaware Mid Cap Value Fund,60121131.74,166217.89
1966,Delaware National High-Yield Municipal Bond Fund,1914279217.85,96157026.67
1967,Delaware Opportunity Fund,553714006.44,1151903.66
1968,Delaware Premium Income Fund,42339100.83,178702.14
1969,Delaware Real Estate Securities Fund,167714478.69,624430.43
1970,Delaware Select Growth Fund,181939480.29,420057.24
1971,Delaware Small Cap Core Fund,7287699422.71,15074104.84
1972,Delaware Small Cap Growth Fund,166921409.15,14019292.91
1973,Delaware Small Cap Value Fund,6382385382.08,17035757.2
1974,Delaware Smid Cap Growth Fund,1452046293.63,21282932.13
1975,Delaware Strategic Allocation Fund,178556697.22,856221.41
1976,Delaware Strategic Income Fund,106218837.24,765803.73
1977,Delaware Sustainable Equity Income Fund,101146300.73,1273323.81
1978,Delaware Tax-Free Arizona Fund,71018319.68,314025.56
1979,Delaware Tax-Free California Fund,158798052.95,4784165.1
1980,Delaware Tax-Free Colorado Fund,217588072.21,3179789.38
1981,Delaware Tax-Free Idaho Fund,115113932.53,1604030.6
1982,Delaware Tax-Free Minnesota Fund,514408162.8,4512863.83
1983,Delaware Tax-Free New Jersey Fund,22886541.2,183599.81
1984,Delaware Tax-Free Oregon Fund,43735706.15,226488.07
1985,Delaware Total Return Fund,392382223.6,1055627
1986,Delaware VIP Equity Income Series,108979802.06,123777.19
1987,Delaware VIP Fund for Income Series,73980318.19,135283.57
1988,Delaware VIP Global Value Equity,238923339.35,10189058.24
1989,Delaware VIP Growth Equity Series,89861196.37,125880.99
1990,Delaware VIP Growth and Income Series,484383036.73,328255.28
1991,Delaware VIP Investment Grade Series,39370672.19,117735.01
1992,Delaware VIP Limited Duration Bond Series,19697935.56,99383.89
1993,Delaware VIP Real Estate Securities,55708113.12,17491.56
1994,Delaware VIP Small Cap Value Series,1410181189.61,2765345.38
1995,Delaware VIP Total Return Series,41672129.67,140533.73
1996,Delaware Value Fund,7314698755.88,29894024.7
1997,Delaware Wealth Builder Fund,370499281.08,3137938.02
1998,Delaware Wilshire Private Markets Fund,29163264.98,2481402.39
1999,Delaware Wilshire Private Markets Master Fund,29140856.49,2835556.32
2000,Democratic Large Cap Core ETF,20436054.19,202963.41
2001,Destinations Core Fixed Income Fund,2187503249.46,191128374.92
2002,Destinations Equity Income Fund,758064450.04,4984119.29
2003,Destinations Global Fixed Income Opportunities Fund,747581043.07,28499561.41
2004,Destinations Low Duration Fixed Income Fund,524376552.38,37707618.67
2005,Destinations Municipal Fixed Income Fund,897053518.75,17837443.23
2006,Destinations Shelter Fund,108260691.77,1773270.69
2007,Destiny Alternative Fund LLC,29039321.8609,338184.25
2008,Destra Flaherty & Crumrine Preferred Dividend and Income Fund,216869261.46,495909.72
2009,Destra Granahan Small Cap Advantage Fund,16144131.15,442716.49
2010,Destra Multi-Alternative Fund,115044074.91,17036063.99
2011,Deutsche DWS Equity 500 Index Portfolio,1483371912.77,894584.34
2012,Developed International Equity Select ETF,18493713.3,276249.45
2013,Developing Growth Portfolio,69464243.9,840324.29
2014,Dimensional 2065 Target Date Retirement Income Fund,6511153.77,6411.75
2015,Dimensional Core Fixed Income ETF,3112275312.33,709235395.46
2016,Dimensional Emerging Core Equity Market ETF,2265278016.12,23695216.08
2017,Dimensional Emerging Markets Core Equity 2 ETF,1461727450.26,21519548.72
2018,Dimensional Emerging Markets Value ETF,339157373.3,1692186.62
2019,Dimensional Global Sustainability Fixed Income ETF,107237794.23,9003071.12
2020,Dimensional International Core Equity 2 ETF,2717177847.85,107029109.16
2021,Dimensional International Core Equity Market ETF,3048031306.64,13762742.82
2022,Dimensional International High Profitability ETF,875393831.67,30981240.85
2023,Dimensional International Small Cap ETF,574927331.55,18962860.67
2024,Dimensional International Small Cap Value ETF,871563283.35,16644551.03
2025,Dimensional International Sustainability Core 1 ETF,141795468.74,3401919.95
2026,Dimensional International Value ETF,5074802320.35,173116964.82
2027,Dimensional National Municipal Bond ETF,798594292.89,27716394.69
2028,Dimensional Short-Duration Fixed Income ETF,1051353283.31,22845530.29
2029,Dimensional U.S. Core Equity 2 ETF,18102336721.41,371362294.97
2030,Dimensional U.S. Equity ETF,6030531943.02,95580076.9
2031,Dimensional U.S. Marketwide Value ETF,8634716893.6,21264998.17
2032,Dimensional U.S. Small Cap ETF,5631707764.25,261013429.64
2033,Dimensional US Core Equity Market ETF,3118974784.17,41210346.17
2034,Dimensional US High Profitability ETF,1705946045.2,24858732.96
2035,Dimensional US Large Cap Value ETF,286167221,228436.31
2036,Dimensional US Real Estate ETF,573802690.46,7472365.79
2037,Dimensional US Sustainability Core 1 ETF,171052841.36,1429620.12
2038,Dimensional World ex. U.S. Core Equity 2 ETF,5625949007.32,157067995.58
2039,Direxion Breakfast Commodities Strategy ETF,5479809.06,3357.26
2040,Direxion Daily 20+ Year Treasury Bear 3X Shares,437632140.4,11924706.58
2041,Direxion Daily 20+ Year Treasury Bull 3X Shares,988142726.3,9133968.52
2042,Direxion Daily 7-10 Year Treasury Bear 3X Shares,30552241.54,52410.07
2043,Direxion Daily 7-10 Year Treasury Bull 3X Shares,23521200.1,725553.83
2044,Direxion Daily AAPL Bear 1X Shares,24521403.68,25341.49
2045,Direxion Daily AAPL Bull 1.5X Shares,10720142.06,557407.72
2046,Direxion Daily AMZN Bear 1X Shares,6972741.67,11742.98
2047,Direxion Daily AMZN Bull 1.5X Shares,21504876.78,2815625.28
2048,Direxion Daily Aerospace & Defense Bull 3X Shares,205306122.7,8425887.49
2049,Direxion Daily CSI 300 China A Share Bear 1X Shares,13800692.17,39684.69
2050,Direxion Daily CSI China Internet Index Bull 2X Shares,494490656.4,83079839.95
2051,Direxion Daily Cloud Computing Bull 2X Shares,7810348.41,350471.27
2052,Direxion Daily Consumer Discretionary Bull 3X Shares,32766020.13,4113616.91
2053,Direxion Daily Dow Jones Internet Bear 3X Shares,48881278.65,845758.05
2054,Direxion Daily Dow Jones Internet Bull 3X Shares,164761722.2,24826715.41
2055,Direxion Daily Electric and Autonomous Vehicles Bull 2X Shares,4953685.36,459336.81
2056,Direxion Daily Energy Bear 2X Shares,37527724.32,54130.36
2057,Direxion Daily Energy Bull 2X Shares,519912214,35827840.65
2058,Direxion Daily FTSE China Bear 3X Shares,189515253.7,2170786.47
2059,Direxion Daily FTSE China Bull 3X Shares,874641549.4,169521092.1
2060,Direxion Daily FTSE Europe Bull 3X Shares,36242899.48,4379096.13
2061,Direxion Daily FinTech Bull 2X Shares,3004412.43,280487.73
2062,Direxion Daily Financial Bear 3X Shares,168551863.1,206229.42
2063,Direxion Daily Financial Bull 3X Shares,2276175731,201463999.5
2064,Direxion Daily GOOGL Bear 1X Shares,5299647.09,129915.46
2065,Direxion Daily GOOGL Bull 1.5X Shares,9046281.87,600949.84
2066,Direxion Daily Global Clean Energy Bull 2X Shares,5183562.8,926.71
2067,Direxion Daily Gold Miners Index Bear 2X Shares,126815127,1250328.93
2068,Direxion Daily Gold Miners Index Bull 2X Shares,614803919.4,82598867.68
2069,Direxion Daily Healthcare Bull 3X Shares,193066109.6,247900.92
2070,Direxion Daily Homebuilders & Supplies Bull 3X Shares,216037822.1,33071837.2
2071,Direxion Daily Junior Gold Miners Index Bear 2X Shares,101772747,363207.06
2072,Direxion Daily Junior Gold Miners Index Bull 2X Shares,353188266.3,53676807.14
2073,Direxion Daily MSCI Brazil Bull 2X Shares,156515959.1,16500399.01
2074,Direxion Daily MSCI Emerging Markets Bear 3X Shares,27239388.7,47632.45
2075,Direxion Daily MSCI Emerging Markets Bull 3X Shares,139153352.5,24746377.6
2076,Direxion Daily MSCI India Bull 2X Shares,52807269.5,77964.13
2077,Direxion Daily MSCI Mexico Bull 3X Shares,21727299.68,4526751.06
2078,Direxion Daily MSCI South Korea Bull 3X Shares,43488581.72,9297660.25
2079,Direxion Daily MSFT Bear 1X Shares,3801228.7,144523.21
2080,Direxion Daily MSFT Bull 1.5X Shares,5213253.5,9460.48
2081,Direxion Daily Metal Miners Bull 2X Shares,10753559.68,975145.13
2082,Direxion Daily Mid Cap Bull 3X Shares,64214024.73,5366218.02
2083,Direxion Daily Oil Services Bull 2X Shares,14892756.48,1877646.78
2084,Direxion Daily Pharmaceutical & Medical Bull 3X Shares,11647209.46,499336.57
2085,Direxion Daily Real Estate Bull 3X Shares,65353854.47,5424242.39
2086,Direxion Daily Regional Banks Bull 3X Shares,190811803.8,7553170.13
2087,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2x Shares",19983780.54,1958366.86
2088,Direxion Daily S&P 500 Bear 1X Shares,491760209.2,2766760.89
2089,Direxion Daily S&P 500 Bull 2X Shares,47441176.04,1111268.59
2090,Direxion Daily S&P 500 Bull 3X Shares,2958010309,221851855
2091,Direxion Daily S&P 500 High Beta Bear 3X Shares,60692138.72,846525.41
2092,Direxion Daily S&P 500 High Beta Bull 3X Shares,95197798.32,13468020.33
2093,Direxion Daily S&P Biotech Bear 3X Shares,156503287.9,910804.4
2094,Direxion Daily S&P Biotech Bull 3X Shares,1291430754,196516254.5
2095,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,90678372.19,105738.95
2096,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,737030880.7,52046486.11
2097,Direxion Daily Select Large Caps & FANGs Bull 2X Shares,11261470.78,837974.64
2098,Direxion Daily Semiconductor Bear 3X Shares,1759165980,93047639.84
