SERIES_NAME,TotalLiabilities,TotalAssets
EQ/JPMorgan Growth Allocation Portfolio,533579.4,434427125.92
EQ/JPMorgan Value Opportunities Portfolio,704842.75,934845626.19
EQ/Large Cap Core Managed Volatility Portfolio,43321393.6,1919582991.47
EQ/Large Cap Growth Index Portfolio,4104148.2,1598898143.57
EQ/Large Cap Growth Managed Volatility Portfolio,74592447.77,3602774886.53
EQ/Large Cap Value Managed Volatility Portfolio,94054982.6,3821632937.38
EQ/Lazard Emerging Markets Equity Portfolio,875460.86,360667996.16
EQ/Loomis Sayles Growth Portfolio,8769861.8,653712663.42
EQ/MFS International Intrinsic Value Portfolio,2224273.95,1003567517.75
EQ/MFS Mid Cap Focused Growth Portfolio,441320.73,376872195.12
EQ/MFS Technology Portfolio,516715.96,486490265.8
EQ/MFS Utilities Series Portfolio,3038200.99,226329280.64
EQ/Mid Cap Index Portfolio,34666031.32,2146161846.92
EQ/Mid Cap Value Managed Volatility Portfolio,51162233.58,1657869931.77
EQ/Moderate Growth Strategy Portfolio,2185336.65,5316436075.14
EQ/Moderate-Plus Allocation Portfolio,3021804.47,6925477356.05
EQ/Morgan Stanley Small Cap Growth Portfolio,44041321.89,380700874.83
EQ/PIMCO Real Return Portfolio,80515261.77,162497781.52
EQ/PIMCO Total Return ESG Portfolio,94664674.49,355556005.95
EQ/PIMCO Ultra Short Bond Portfolio,12500827.79,821377409.14
EQ/Quality Bond PLUS Portfolio,84511581.0,1281529561.72
EQ/Small Company Index Portfolio,54750025.98,1260982848.34
EQ/T. Rowe Price Growth Stock Portfolio,20075283.01,1624361480.0
EQ/T.Rowe Price Health Sciences Portfolio,3553703.56,197614577.62
EQ/Ultra Conservative Strategy Portfolio,997842.67,2433934744.45
EQ/Wellington Energy Portfolio,10824047.32,157580763.39
EQUITY INCOME PORTFOLIO,2926850.52,1982758792.22
EQUITY INDEX FUND,979900.59,2988427781.84
ERSHARES ENTREPRENEURS ETF,12039.72,27872659.9
ERSHARES GLOBAL FUND,63149.18,43069350.91
ERSHARES NEXTGEN ENTREPRENEURS ETF,13205.19,20436457.71
ERSHARES US LARGE CAP FUND,35154.99,25967020.79
ERSHARES US SMALL CAP FUND,80577.99,80876350.48
ESG Core Bond Fund,206286.98,66602780.26
ESG Diversified Growth Portfolio,34586.84,11762749.94
ESG International Equity,81149.71,159834433.86
ESG Large Cap Core Fund,112352.95,138158681.41
ETC 6 Meridian Hedged Equity-Index Option Strategy ETF,11476649.99,325658880.74
ETC 6 Meridian Low Beta Equity Strategy ETF,374300.2,157273179.5
ETC 6 Meridian Small Cap Equity ETF,163241.98,65477634.65
ETC Gavekal Asia Pacific Government Bond ETF,259785.12,41814037.67
ETFMG 2x Daily Travel Tech ETF,32797.77,280951.46
ETFMG Alternative Harvest ETF,341842910.34000003,970301381.62
ETFMG Breakwave Sea Decarbonization Tech ETF,329858.84,2382424.51
ETFMG Prime 2x Daily Junior Silver Miners ETF,241910.39,3618681.25
ETFMG Prime Cyber Security ETF,245314320.58,1625131991.97
ETFMG Prime Junior Silver Miners ETF,2256005.69,709564425.49
ETFMG Prime Mobile Payments ETF,159323396.92,647361087.29
ETFMG Sit Ultra Short ETF,6682436.81,130858043.07
ETFMG Travel Tech ETF,10148982.57,154426751.6
ETFMG Treatments Testing and Advancements ETF,7126490.78,31375833.32
ETFMG U.S. Alternative Harvest ETF,27515637.0,100315732.74
EUBEL BRADY & SUTTMAN INCOME FUND,4525284.46,383424418.95
EVOLUTIONARY TREE INNOVATORS FUND,108766.92,22737013.89
Eagle MLP Strategy Fund,3156027.66,97666921.0
Eagle Point Credit Co Inc.,260887144.0,760152908.0
Eagle Point Income Co Inc.,46629683.0,148573523.0
Eagle Point Institutional Income Fund,789709.0,14763607.0
Easterly Hedged Equity Fund,40648856.17,127036627.03
Easterly Income Opportunity Fund,1318585.02,316789673.87
Easterly Snow Long/Short Opportunity Fund,7487571.14,108757330.19
Easterly Snow Small Cap Value Fund,15068.26,22626447.33
Easterly Total Hedge Portfolio,13526857.84,43778081.04
Eaton Vance AMT-Free Municipal Income Fund,17861401.41,265887268.46
Eaton Vance Arizona Municipal Income Fund,3291939.27,78834938.61
Eaton Vance Atlanta Capital Focused Growth Fund,19339281.09,715462297.85
Eaton Vance Atlanta Capital SMID-Cap Fund,26094548.36,10143764911.54
Eaton Vance Atlanta Capital Select Equity Fund,4132716.87,717585609.25
Eaton Vance Balanced Fund,2304795.7,838115652.91
Eaton Vance Connecticut Municipal Income Fund,2345763.57,98527972.52
Eaton Vance Core Bond Fund,812514.56,210445537.02
Eaton Vance Dividend Builder Fund,9415258.05,894901547.89
Eaton Vance Emerging Markets Local Income Fund,3386785.58,1004829211.91
Eaton Vance Emerging and Frontier Countries Equity Fund,195768.29,212566898.9
Eaton Vance Enhanced Equity Income Fund,7631145.81,609188473.2
Eaton Vance Enhanced Equity Income Fund II,12449217.27,832268853.58
Eaton Vance Floating-Rate Fund,52666118.41,6222141438.99
Eaton Vance Focused Global Opportunities Fund,81394.43,9930060.48
Eaton Vance Focused Growth Opportunities Fund,1457541.86,144951300.98
Eaton Vance Focused Value Opportunities Fund,481773.6,290867704.81
Eaton Vance Georgia Municipal Income Fund,350171.48,114164946.7
Eaton Vance Global Bond Fund,86744.45,38405506.48
Eaton Vance Global Income Builder Fund,229628.18,232129937.17
Eaton Vance Global Small-Cap Equity Fund,401111.68,26790533.88
Eaton Vance Greater China Growth Fund,151756.31,58111339.73
Eaton Vance Greater India Fund,998797.72,188033474.92
Eaton Vance Growth Fund,6447764.36,287498177.99
Eaton Vance High Yield Municipal Income Fund,100188274.66,1293955840.14
Eaton Vance Large-Cap Value Fund,2581157.17,1589460829.31
Eaton Vance Ltd Duration Income Fund,828847222.07,2040554596.59
Eaton Vance Maryland Municipal Income Fund,1362752.94,81481952.27
Eaton Vance Massachusetts Municipal Income Fund,4478269.15,145709391.86
Eaton Vance Minnesota Municipal Income Fund,3255428.66,217488851.85
Eaton Vance Missouri Municipal Income Fund,1498847.37,76005047.98
Eaton Vance Multi-Asset Credit Fund,6328310.28,418832630.36
Eaton Vance Municipal Income 2028 Term Trust,103840886.07,313183209.41
Eaton Vance Municipal Opportunities Fund,11530055.2,557381034.75
Eaton Vance National Limited Maturity Municipal Income Fund,3862162.55,577983580.56
Eaton Vance National Municipal Income Fund,167790049.7,3360387547.73
Eaton Vance National Ultra-Short Municipal Income Fund,2926072.8,566030058.33
Eaton Vance New York Municipal Income Fund,18066834.72,376392428.51
Eaton Vance New York Municipal Opportunities Fund,582230.46,64774889.96
Eaton Vance North Carolina Municipal Income Fund,1627626.09,171848709.02
Eaton Vance Ohio Municipal Income Fund,11321073.64,201998778.86
Eaton Vance Oregon Municipal Income Fund,4339820.68,157505696.33
Eaton Vance Pennsylvania Municipal Income Fund,6856338.04,164579873.17
Eaton Vance Richard Bernstein Equity Strategy Fund,51166715.66,788695445.52
Eaton Vance Short Duration Diversified Income Fund,56205183.04,203450015.77
Eaton Vance Short Duration Government Income Fund,3127617230.72,8398551464.22
Eaton Vance Short Duration High Income Fund,878857.84,70742580.45
Eaton Vance South Carolina Municipal Income Fund,3694343.47,155859530.74
Eaton Vance Special Equities Fund,128207.1,52107882.54
Eaton Vance Stock Fund,219358.15,74538009.08
Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund,283882082.97,689553771.36
Eaton Vance Tax-Managed Buy-Write Opportunities Fund,30434489.22,1350888153.65
Eaton Vance Tax-Managed Buy-Write Strategy Fund,2209311.51,90681268.87
Eaton Vance Tax-Managed Diversified Equity Income Fund,34649793.63,1851269077.96
Eaton Vance Tax-Managed Equity Asset Allocation Fund,460642.76,600151138.08
Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,17400767.13,936358108.89
Eaton Vance Tax-Managed Global Diversified Equity Income Fund,43787755.9,2645300691.88
Eaton Vance Tax-Managed Global Dividend Income Fund,832119.97,562485345.04
Eaton Vance Tax-Managed Growth Fund 1.0,1451014.88,1096536631.93
Eaton Vance Tax-Managed Growth Fund 1.2,1204008.53,996056514.15
Eaton Vance Tax-Managed Multi-Cap Growth Fund,129369.04,106677913.4
Eaton Vance Tax-Managed Small-Cap Fund,130765.32,124609694.53
Eaton Vance Tax-Managed Value Fund,667188.42,753406208.27
Eaton Vance Taxable Municipal Bond Fund,99351.24,13560534.83
Eaton Vance Total Return Bond Fund,42047595.73,766236602.61
Eaton Vance VT Floating-Rate Income Fund,11216991.69,580395073.07
Eaton Vance Virginia Municipal Income Fund,1148986.56,62346423.43
Eaton Vance Worldwide Health Sciences Fund,1821341.82,1077678706.5
Ecofin Global Energy Transition Fund,51391458.19,95720042.43
Ecofin Global Renewables Infrastructure Fund,739882.64,355822715.44
Ecofin Global Water ESG Fund,20281.82,61056781.79
Ecofin Sustainable & Social Impact Term Fund,30569252.34,252032081.91
Ecofin Sustainable Water Fund,48653.65,2104913.38
Ecofin Tax-Advantaged Social Impact Fund,2598887.49,156697497.62
Edgar Lomax Value Fund,172782.19,104879445.95
Edge MidCap Fund,352011.26,102645475.58
Edgewood Growth Fund,543653823.94,15271831416.58
Electronics Fund,116625.98,44128472.260000005
Ellsworth Growth & Income Fund Ltd,54526608.13,183658387.75
Emerald Finance & Banking Innovation Fund,1213825.71,78891046.24
Emerald Growth Fund,4458322.13,933582080.88
Emerald Insights Fund,47823.7,15447911.45
Emerge EMPWR Sustainable Dividend Equity ETF,3455.56,1098652.53
Emerge EMPWR Sustainable Global Core Equity ETF,2035.17,515248.42
Emerge EMPWR Sustainable Select Growth Equity ETF,1983.91,509075.95
Emerge EMPWR Unified Sustainable Equity ETF,2142.9,522380.39
Emerging Markets Bond Strategy Fund,28425.65,482098.47
Emerging Markets Core Fund,11982540.81,868132879.36
Emerging Markets Debt Fund,40620962.18,1589490270.92
Emerging Markets Debt Portfolio,30838590.169999998,367613466.16
Emerging Markets Equity Fund,5419368.33,2410617276.1099997
Emerging Markets Equity Portfolio,6113406.399999999,1019895755.1899999
Emerging Markets Equity Select ETF,47924.04,8612311.56
Emerging Markets Ex China Portfolio,132076.57,3492661.14
Emerging Markets Fund,74258293.99,5446792531.360001
Emerging Markets Growth Fund Inc,10034095.69,1447180889.99
Emerging Markets Leaders Fund,233627.6,5240859.04
Emerging Markets Leaders Portfolio,1942148.22,286182647.88
Emerging Markets Local Income Portfolio,27350996.69,1204426410.84
Emerging Markets Portfolio,6226522.76,1115737250.94
Emerging Markets Research Portfolio,36166.98,7074418.38
Emerging Markets Small Cap Fund,118873.76,10756601.43
Emerging Markets Social Core Equity Portfolio,46260813.72,1582110143.93
Emerging Markets Sustainability Core 1 Portfolio,23678684.4,954942965.04
Emerging Markets Targeted Value Portfolio,3883198.93,223829926.39
Emerging Markets Value Trust,156566.62,204203662.9
Emerging Markets ex China Core Equity Portfolio,12426671.95,484171444.79
Empiric Fund,64517.37,24461571.79
Empower Aggressive Profile Fund,419582.66,564292898.41
Empower Ariel Mid Cap Value Fund,152198.99,118954928.32
Empower Bond Index Fund,44424692.84,2695034158.55
Empower Core Bond Fund,89842343.64,529794454.63
Empower Emerging Markets Equity Fund,1155504.52,661388533.88
Empower High Yield Bond Fund,1838810.58,505714075.8
Empower Inflation-Protected Securities Fund,1076049.22,382438879.26
Empower International Growth Fund,411750.06,423091170.13
Empower Lifetime 2015 Fund,209400.41,547826602.33
Empower Lifetime 2020 Fund,520844.53,372490832.27
Empower Lifetime 2025 Fund,504330.98,1267888265.21
Empower Lifetime 2030 Fund,475212.7,434851804.43
Empower Lifetime 2035 Fund,631184.57,1294744869.43
Empower Lifetime 2040 Fund,130004.67,326179302.98
Empower Lifetime 2045 Fund,415271.95,859561029.68
Empower Lifetime 2050 Fund,777260.17,207799812.07
Empower Lifetime 2055 Fund,798524.96,422239255.18
Empower Lifetime 2060 Fund,59580.58,25940560.48
Empower Mid Cap Value Fund,1220232.22,567414817.38
Empower Moderate Profile Fund,1200454.15,1483145410.58
Empower Moderately Aggressive Profile Fund,259173.02,719782618.9
Empower Moderately Conservative Profile Fund,179831.08,510585215.92
Empower Multi-Sector Bond Fund,12299821.58,674686767.99
Empower Real Estate Index Fund,5950739.7,552976852.17
Empower S&P 500 Index Fund,1404339.83,3617221187.76
Empower S&P Mid Cap 400 Index Fund,39901514.47,1316295637.02
Empower S&P Small Cap 600 Index Fund,405512.03,852407314.02
Empower SecureFoundation Balanced ETF Fund,4065.43,20482688.06
Empower SecureFoundation Balanced Fund,383264.36,882230932.56
Empower Short Duration Bond Fund,2893381.92,339105128.04
Empower Small Cap Value Fund,959074.39,383289577.28
Empower T. Rowe Price Mid Cap Growth Fund,9429024.42,1566350536.64
Empower U.S. Government Securities Fund,13420468.38,600820234.74
Energy Fund,188988.21,88018105.88
Energy Services Fund,246954.24,13989314.62
Engine No. 1 Transform Climate ETF,57705.78,93074595.43
Enhanced Income Intermediate Duration Credit Portfolio,176111.48,30885281.48
Ensemble Fund,494606.65,54518228.08
Environmental Sustainability Fund,233712.49,4189600.43
Equable Shares Hedged Equity Fund,7453421.47,137352769.29
Equalize Community Development Fund,4492601.38,53200668.33
Equitable Conservative Growth MF/ETF,8163766.65,77140553.98
Equitable Growth MF/ETF Portfolio,2573117.5,13826692.39
Equitable Moderate Growth MF/ETF Portfolio,1508906.69,11469871.18
Equity Growth Strategy Fund,253429.06,346984633.19
Equity Income Account,10735703.97,693551930.41
Equity Income Fund,32287439.240000002,12027287618.01
Equity Income Portfolio,368605.94,702838950.55
Equity Income Trust,501829.7,1374990210.13
Equity Index Portfolio,1800906.86,3660764379.47
EquityCompass Risk Manager ETF,9190.34,17593936.88
Essential 40 Stock Fund,52820.31,46291253.96
Etho Climate Leadership U.S. ETF,43543735.21,203798093.8
EuroPac Gold Fund,286087.02,211707437.0
EuroPac International Bond,80507.33,48089562.4
EuroPac International Dividend Income Fund,149177.1,118728521.6
EuroPac International Value,193752.48,133533683.7
EuroPacific Growth Fund,997542645.3,132135471482.64
Europe 1.25x Strategy Fund,65725.73,4677072.7
"European Equity Fund, Inc / MD",1163695.31,61995760.34
Evanston Alternative Opportunities Fund,3545152.42,111756867.16
Eventide Core Bond Fund,209527.62,53565568.96
Eventide Dividend Opportunities Fund,604281.45,510764331.51
Eventide Exponential Technologies Fund,178301.19,84940192.91
Eventide Gilead Fund,4085766.7,3273185157.79
Eventide Healthcare & Life Sciences Fund,2287192.91,1608786717.12
Eventide Large Cap Focus Fund,89851.27,6353437.6
Eventide Limited-Term Bond Fund,281050.52,139837416.82
Eventide Multi-Asset Income Fund,453128.91,355685488.79
Evercore Equity Fund,1425455.41,314717307.19
Evermore Global Value Fund,4791454.63,109509490.65
F/M INVESTMENTS LARGE CAP FOCUSED FUND,2917430.8400000003,312010663.53
FAM DIVIDEND FOCUS FUND,1392991.17,560518910.22
FCF International Quality ETF,709084.37,28444063.35
FCF US Quality ETF,18664466.89,176633186.91
FIERA CAPITAL GLOBAL EQUITY FUND,84049.07,25876758.19
FIERA CAPITAL INTERNATIONAL EQUITY FUND,940065.3,208653780.34
FIERA CAPITAL SMALL MID-CAP GROWTH FUND,131672.7,73106619.57
FIERA CAPITAL U.S. EQUITY LONG-TERM QUALITY FUND,111462.8,86321064.91
FIIG ALL FOREIGN EQUITY,34846.06,198002.46
FIIG ESG STOCK PLAN FOR RETIREMENT,0.0,186443.73
FIIG FIXED INCOME FUND FOR RETIREMENT,0.0,2761423.75
FIIG US LARGE CAP EQUITY,27223.16,213287.39
FIS Biblically Responsible Risk Managed ETF,11818.56,21719578.46
FIS Knights of Columbus Global Belief ETF,194662.2,37468642.2
FLOWSTONE OPPORTUNITY FUND,2738640.64204,506229711.5992
FMC Excelsior Focus Equity ETF,774364.06,74768284.46
FMI Common Stock Fund,798167.66,1070824885.97
FMI International Fund,208069623.85,3508259882.94
FMI International Fund II - Currency Unhedged,75722.55,59934331.37
FMI Large Cap Fund,1146287.55,1750280288.96
FOXBY CORP.,1441910.0,11208846.0
FPA Crescent Fund,45979753.61,8636781000.48
FPA Global Equity ETF,137356.03,28303124.69
"FPA New Income, Inc.",22684608.98,8545677306.46
FPA Queens Road Small Cap Value Fund,513142.78,514941826.41
FPA Queens Road Value Fund,128623.08,35163854.19
"FPA U.S. Core Equity Fund, Inc.",134945.5,50249869.33
FS Chiron Real Asset Fund,10831102.13,47120335.38
FS Credit Income Fund,64515923.0,568693476.0
FS Credit Opportunities Corp.,766237345.95,2023934083.93
FS Multi-Strategy Alternatives Fund,1036382559.44,1751676704.94
FT Cboe Vest Buffered Allocation Defensive ETF,25874.49,144702210.55
FT Cboe Vest Buffered Allocation Growth ETF,26541.61,157601682.33
FT Cboe Vest Fund of Deep Buffer ETFs,88418.1,553023370.51
FT Cboe Vest Fund of Nasdaq-100 Buffer ETFs,2410.06,15969899.71
FT Cboe Vest Gold Strategy Quarterly Buffer ETF,206912.73,13084887.02
FT Cboe Vest Gold Strategy Target Income ETF,19565675.64,58133659.71
FT Cboe Vest International Equity Buffer ETF - December,504455.55,14592034.99
FT Cboe Vest International Equity Buffer ETF - March,572114.72,16764582.13
FT Cboe Vest International Equity Buffer ETF - September,1385686.63,26577708.97
FT Cboe Vest Nasdaq-100 Buffer ETF - December,10884013.18,78919434.79
FT Cboe Vest Nasdaq-100 Buffer ETF - March,3966987.91,49567972.31
FT Cboe Vest Rising Dividend Achievers Target Income ETF,79209.75,31085652.22
FT Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,32024887.03,615162272.87
FT Cboe Vest U.S. Equity Buffer ETF - August,15546921.26,326419037.02
FT Cboe Vest U.S. Equity Buffer ETF - January,2531643.48,149210115.79
FT Cboe Vest U.S. Equity Buffer ETF - July,12058392.25,234001933.34
FT Cboe Vest U.S. Equity Buffer ETF - June,13815623.25,343625944.07
FT Cboe Vest U.S. Equity Buffer ETF - May,10709598.76,406929414.82
FT Cboe Vest U.S. Equity Buffer ETF - November,22619074.77,355843265.85
FT Cboe Vest U.S. Equity Buffer ETF - September,15363251.13,279065568.79
FT Cboe Vest U.S. Equity Deep Buffer ETF - April,2201714.94,287051780.8
FT Cboe Vest U.S. Equity Deep Buffer ETF - August,9043372.97,330078270.69
FT Cboe Vest U.S. Equity Deep Buffer ETF - December,225055.95,221725377.85
FT Cboe Vest U.S. Equity Deep Buffer ETF - February,822316.75,310922484.39
FT Cboe Vest U.S. Equity Deep Buffer ETF - July,7914732.79,186108031.39
